Title,Price,SKU
Monkey.D.Luffy (014) (Parallel) (ST13-014),18,543635
Monkey.D.Luffy (015) (Parallel) (ST13-015),20,543636
Yamato (Parallel) (ST13-016),12,543637
Awakening of the New Era - 1st Anniversary Tournament Pack,91,520771
Inazuma (OP05-003),57,530887
Emporio.Ivankov (OP05-004),60,530889
Chaka (OP05-008),19,530890
Toh-Toh (OP05-009),12,530891
Nico Robin (OP05-010),284,530892
Bartholomew Kuma (OP05-011),40,530893
Hack (OP05-012),12,530894
Bunny Joe (OP05-013),12,530896
Pell (OP05-014),12,530897
Emporio Energy Hormone (OP05-018),15,530898
Four Thousand-Brick Fist (OP05-020),17,530899
Revolutionary Army HQ (OP05-021),44,530900
Kuween (OP05-024),12,530901
Gladius (OP05-025),12,530902
Sarquiss (OP05-026),12,530903
Trafalgar Law (027) (OP05-027),25,530904
Donquixote Doflamingo (028) (OP05-028),12,530905
Donquixote Doflamingo (029) (OP05-029),23,530906
Buffalo (OP05-031),12,530907
Baby 5 (033) (OP05-033),12,530908
Bellamy (OP05-035),12,530909
Monet (OP05-036),12,530910
Charlestone (OP05-038),12,530911
Stick-Stickem Meteora (OP05-039),12,530912
Birdcage (OP05-040),18,530913
John Giant (OP05-044),12,530914
Stainless (OP05-045),12,530915
Dalmatian (OP05-046),12,530916
Basil Hawkins (OP05-047),12,530917
Bastille (OP05-048),12,530918
Haccha (OP05-049),12,530919
Maynard (OP05-052),12,530920
Mozambia (OP05-053),12,530921
Monkey.D.Garp (OP05-054),28,530922
X.Barrels (OP05-056),12,530923
It's a Waste of Human Life!! (OP05-058),12,530924
Let Us Begin the World of Violence!! (OP05-059),12,530925
Uso-Hachi (OP05-061),33,530926
O-Nami (OP05-062),150,530927
O-Robi (OP05-063),73,530928
San-Gorou (OP05-065),48,530929
Jinbe (OP05-066),12,530930
Chopa-Emon (OP05-068),,530931
Fra-Nosuke (OP05-070),55,530932
Hone-Kichi (OP05-072),12,530933
Miss Doublefinger(Zala) (OP05-073),20,530934
Mr.1 (Daz.Bonez) (OP05-075),12,530935
Gamma Knife (OP05-077),19,530936
Punk Rotten (OP05-078),26,530937
Viola (OP05-079),20,530938
Elizabello II (OP05-080),13,530939
One-Legged Toy Soldier (OP05-081),21,530940
Sterry (OP05-083),12,530941
Saint Charlos (OP05-084),13,530942
Nefeltari Cobra (OP05-085),20,530943
Hakuba (OP05-087),12,530944
Saint Mjosgard (OP05-089),12,530945
Riku Doldo III (OP05-090),12,530946
Saint Rosward (OP05-092),12,530947
Dragon Claw (OP05-095),12,530948
I Bid 500 Million!! (OP05-096),34,530949
Mary Geoise (OP05-097),21,530950
Amazon (OP05-099),12,530951
Kotori (OP05-103),12,530952
Conis (OP05-104),26,530953
Lieutenant Spacey (OP05-107),12,530954
Nola (OP05-108),12,530955
Pagaya (OP05-109),12,530956
Holly (OP05-110),30,530957
Hotori (OP05-111),12,530958
Captain McKinley (OP05-112),12,530959
Yama (OP05-113),12,530960
El Thor (OP05-114),12,530961
Hino Bird Zap (OP05-116),12,530962
Upper Yard (OP05-117),12,530963
500 Years in the Future - Booster Pack,13,532104
500 Years in the Future - Sleeved Booster Pack,21,532105
500 Years in the Future - Booster Box,407,532106
500 Years in the Future - Booster Box Case,3314,532107
Monkey.D.Dragon (001) (OP07-001),12,545778
Monkey.D.Dragon (001) (Parallel) (OP07-001),32,545779
Ain (OP07-002),12,545780
Outlook III (OP07-003),12,545781
Curly.Dadan (OP07-004),12,545782
Carina (OP07-005),12,545783
Carina (Parallel) (OP07-005),12,545784
Sterry (OP07-006),12,545785
Dice (OP07-007),12,545786
Mr. Tanaka (OP07-008),12,545787
Dogura & Magura (OP07-009),12,545788
Baccarat (OP07-010),12,545789
Bluejam (OP07-011),12,545790
Porchemy (OP07-012),12,545791
Masked Deuce (OP07-013),12,545792
Moda (OP07-014),12,545793
Monkey.D.Dragon (015) (OP07-015),12,545794
Monkey.D.Dragon (015) (Parallel) (OP07-015),34,545795
Galaxy Wink (OP07-016),12,545796
Dragon Breath (OP07-017),12,545797
Keep Out (OP07-018),12,545798
Jewelry Bonney (019) (OP07-019),12,545799
Jewelry Bonney (019) (Parallel) (OP07-019),116,545800
Aladine (OP07-020),12,545801
Urouge (OP07-021),12,545802
Otama (OP07-022),12,545803
Otama (Parallel) (OP07-022),12,545804
Caribou (OP07-023),12,545805
Koala (OP07-024),12,545806
Coribou (OP07-025),12,545807
Jewelry Bonney (026) (OP07-026),12,545808
Jewelry Bonney (026) (Parallel) (OP07-026),37,545809
Jinbe (027) (OP07-027),12,545810
Scratchmen Apoo (OP07-028),12,545811
Basil Hawkins (OP07-029),12,545812
Basil Hawkins (Parallel) (OP07-029),12,545813
Pappag (OP07-030),12,545814
Bartolomeo (OP07-031),12,545815
Fisher Tiger (OP07-032),12,545816
Monkey.D.Luffy (033) (OP07-033),12,545817
Roronoa Zoro (034) (OP07-034),12,545818
Karmic Punishment (OP07-035),12,545819
Demonic Aura Nine-Sword Style Asura Demon Nine Flash (OP07-036),12,545820
More Pizza!! (OP07-037),12,545821
Boa Hancock (038) (OP07-038),12,545822
Boa Hancock (038) (Parallel) (OP07-038),228,545823
Edward Weevil (OP07-039),12,545824
Crocodile (OP07-040),12,545825
Gloriosa (Grandma Nyon) (OP07-041),12,545826
Gecko Moria (042) (OP07-042),12,545827
Salome (OP07-043),12,545828
Dracule Mihawk (OP07-044),12,545829
Jinbe (045) (OP07-045),12,545830
Jinbe (045) (Parallel) (OP07-045),12,545831
Sengoku (OP07-046),12,545832
Sengoku (Parallel) (OP07-046),38,545833
Trafalgar Law (047) (OP07-047),12,545834
Trafalgar Law (047) (Parallel) (OP07-047),12,545835
Donquixote Doflamingo (OP07-048),12,545836
Buckin (OP07-049),12,545837
Boa Sandersonia (OP07-050),12,545838
Boa Hancock (051) (OP07-051),12,545839
Boa Hancock (051) (Parallel) (OP07-051),76,545840
Boa Hancock (051) (Parallel) (Manga) (OP07-051),2100,545841
Boa Marigold (OP07-052),12,545842
Portgas.D.Ace (053) (OP07-053),12,545843
Marguerite (OP07-054),12,545844
Snake Dance (OP07-055),12,545845
Slave Arrow (OP07-056),12,545846
Perfume Femur (OP07-057),12,545847
Island of Women (OP07-058),12,545848
Foxy (059) (OP07-059),12,545849
Foxy (059) (Parallel) (OP07-059),27,545850
Itomimizu (OP07-060),12,545851
Vinsmoke Sanji (OP07-061),12,545852
Vinsmoke Reiju (OP07-062),12,545853
Capote (OP07-063),12,545854
Sanji (OP07-064),12,545855
Sanji (Parallel) (OP07-064),37,545856
Gina (OP07-065),12,545857
Tony Tony.Chopper (066) (OP07-066),12,545858
Tonjit (OP07-067),12,545859
Hamburg (OP07-068),12,545860
Pickles (OP07-069),12,545861
Big Bun (OP07-070),12,545862
Foxy (071) (OP07-071),12,545863
Foxy (071) (Parallel) (OP07-071),12,545864
Porche (OP07-072),12,545865
Porche (Parallel) (OP07-072),17,545866
Monkey.D.Luffy (073) (OP07-073),12,545867
Monda (OP07-074),12,545868
Slow-Slow Beam (OP07-075),12,545869
Slow-Slow Beam Sword (OP07-076),12,545870
We're Going to Claim the One Piece!!! (OP07-077),12,545871
Megaton Nine-Tails Rush (OP07-078),12,545872
Rob Lucci (079) (OP07-079),12,545873
Rob Lucci (079) (Parallel) (OP07-079),31,545874
Kaku (OP07-080),12,545875
Kalifa (OP07-081),12,545876
Captain John (OP07-082),12,545877
Gecko Moria (083) (OP07-083),12,545878
Gismonda (OP07-084),12,545879
Stussy (OP07-085),13,545880
Stussy (Parallel) (OP07-085),52,545881
Spandam (OP07-086),12,545882
Baskerville (OP07-087),12,545883
Hattori (OP07-088),12,545884
Maha (OP07-089),12,545885
Morgans (OP07-090),12,545886
Monkey.D.Luffy (091) (OP07-091),12,545887
Joseph (OP07-092),12,545888
Rob Lucci (093) (OP07-093),12,545889
Shave (OP07-094),12,545890
Iron Body (OP07-095),12,545891
Tempest Kick (OP07-096),12,545892
Vegapunk (OP07-097),12,545893
Vegapunk (Parallel) (OP07-097),102,545894
Atlas (OP07-098),12,545895
Usopp (OP07-099),12,545896
Edison (OP07-100),12,545897
Shaka (OP07-101),12,545898
Jinbe (102) (OP07-102),12,545899
Tony Tony.Chopper (103) (OP07-103),12,545900
Nico Robin (OP07-104),12,545901
Pythagoras (OP07-105),12,545902
Fuza (OP07-106),12,545903
Franky (OP07-107),12,545904
Franky (Parallel) (OP07-107),24,545905
Vega Force 01 (OP07-108),12,545906
Monkey.D.Luffy (109) (OP07-109),12,545907
Monkey.D.Luffy (109) (Parallel) (OP07-109),72,545908
York (OP07-110),12,545909
Lilith (OP07-111),12,545910
Lilith (Parallel) (OP07-111),30,545911
Lucy (OP07-112),12,545912
Roronoa Zoro (113) (OP07-113),12,545913
He Possesses the World's Most Brilliant Mind (OP07-114),12,545914
I Re-Quasar Helllp!! (OP07-115),12,545915
Blaze Slice (OP07-116),12,545916
Egghead (OP07-117),12,545917
Sabo (OP07-118),12,545918
Sabo (Parallel) (OP07-118),18,545919
Portgas.D.Ace (119) (OP07-119),12,545920
Portgas.D.Ace (119) (Parallel) (OP07-119),39,545921
Okiku (SP) (OP01-035),68,545922
Donquixote Doflamingo (SP) (OP01-073),143,545923
Izo (SP) (OP03-003),79,545924
Issho (SP) (OP03-078),85,545925
"Eustass""Captain""Kid (SP) (OP05-074)",131,545926
O-Nami (SP) (OP06-101),587,545927
Double Pack Set Volume 4,52,549493
Double Pack Set Volume 4 Display,325,549495
Double Pack Set Volume 4 Display Case,,549496
Trafalgar Law (010) (TR) (ST10-010),155,555691
DON!! Card (Alternate Art),12,555894
Special DON!! Card Pack DP-04,12,557077
DON!! Card (Boa Hancock) (Double Pack Set Vol. 4),23,557078
"DON!! Card (Trafalgar Law, Eustass Kid and Monkey.D.Luffy) (Double Pack Set Vol. 4)",12,557080
Wings of the Captain - Pre-Release Pack,12,537437
Inazuma (OP06-002),12,541676
Baron Omatsuri (OP06-004),12,541677
Gasparde (OP06-005),12,541678
Schneider (OP06-008),12,541679
Ratchet (OP06-014),12,541680
Lily Carnation (OP06-015),12,541681
Meteor-Strike of Love (OP06-017),12,541682
Koushirou (OP06-026),12,541683
Gyro (OP06-027),12,541684
Zeo (OP06-028),12,541685
Dosun (OP06-030),12,541686
Hammond (OP06-032),12,541687
Wadatsumi (OP06-037),12,541688
Shark Arrows (OP06-040),12,541689
The Ark Noah (OP06-041),12,541690
Zeff (OP06-048),12,541691
Sengoku (OP06-049),12,541692
Tokikake (OP06-052),12,541693
Jaguar.D.Saul (OP06-053),12,541694
Monkey.D.Garp (OP06-055),12,541695
But I Will Never Doubt a Woman's Tears!!!! (OP06-057),12,541696
Vinsmoke Ichiji (060) (OP06-060),12,541697
Vinsmoke Niji (064) (OP06-064),12,541698
Vinsmoke Yonji (066) (OP06-066),12,541699
Vinsmoke Reiju (068) (OP06-068),12,541700
Eldoraggo (OP06-070),12,541701
Cosette (OP06-072),12,541702
Count Battler (OP06-075),12,541703
Kingdom of GERMA (OP06-079),12,541704
Inuppe (OP06-082),12,541705
Jigoro of the Wind (OP06-084),12,541706
Cerberus (OP06-087),12,541707
Taralan (OP06-089),12,541708
Lola (OP06-094),12,541709
...Nothing...at All!!! (OP06-096),12,541710
Thriller Bark (OP06-098),12,541711
Aisa (OP06-099),12,541712
Kamakiri (OP06-102),12,541713
Kawamatsu (OP06-103),12,541714
Genbo (OP06-105),12,541715
Tenguyama Hitetsu (OP06-108),12,541716
Braham (OP06-111),12,541717
Raizo (OP06-112),12,541718
Raki (OP06-113),12,541719
The Ark Maxim (OP06-117),12,541720
Emporio.Ivankov (OP06-003),20,541722
Saga (OP06-006),12,541723
Bear.King (OP06-012),12,541724
Raise Max (OP06-016),12,541725
Blue Dragon Seal Water Stream (OP06-019),12,541726
Ikaros Much (OP06-024),12,541727
Daruma (OP06-029),17,541728
Hatchan (OP06-031),12,541729
Hyouzou (OP06-034),12,541730
The Billion-fold World Trichiliocosm (OP06-038),12,541731
Gion (OP06-044),18,541732
Kuzan (OP06-045),12,541733
Sakazuki (OP06-046),12,541734
Borsalino (OP06-054),12,541735
Ama no Murakumo Sword (OP06-056),12,541736
White Snake (OP06-059),12,541737
Vinsmoke Sora (OP06-063),25,541738
Gild Tesoro (OP06-071),12,541739
Shiki (OP06-073),12,541740
Hitokiri Kamazo (OP06-076),13,541741
GERMA 66 (OP06-078),13,541742
Oars (OP06-083),12,541743
Kumacy (OP06-085),12,541744
Sai (OP06-088),12,541745
Victoria Cindry (OP06-091),12,541746
Shadows Asgard (OP06-095),12,541747
Inuarashi (OP06-100),12,541748
Denjiro (OP06-109),12,541749
Nekomamushi (OP06-110),12,541750
Wyper (OP06-114),12,541751
Two Legends - Booster Pack,12,542502
Two Legends - Sleeved Booster Pack,19,542503
Two Legends - Booster Box,275,542504
Two Legends - Booster Box Case,2724,542505
Portgas.D.Ace (SP) (OP02-013),448,558019
Charlotte Pudding (SP) (OP03-112),198,558020
Tony Tony.Chopper (001) (OP08-001),12,558021
Tony Tony.Chopper (001) (Parallel) (OP08-001),75,558022
Marco (OP08-002),12,558023
Marco (Parallel) (OP08-002),27,558024
Twenty Doctors (OP08-003),12,558025
Kuromarimo (OP08-004),12,558026
Chess (OP08-005),12,558027
Chessmarimo (OP08-006),12,558028
Tony Tony.Chopper (007) (OP08-007),12,558029
Tony Tony.Chopper (0070) (Parallel) (OP08-007),35,558030
Dalton (OP08-008),12,558031
Maria Onion Bear (OP08-009),12,558032
Hiking Bear (OP08-010),12,558033
Musshuru (OP08-011),12,558034
Lapins (OP08-012),12,558035
Robson (OP08-013),12,558036
Wapol (OP08-014),12,558037
Dr.Kureha (OP08-015),12,558038
Dr.Kureha (Parallel) (OP08-015),12,558039
Dr.Hiriluk (OP08-016),12,558040
I'd Never Shoot You!!!! (OP08-017),12,558041
Cloven Rose (OP08-018),12,558042
Munch-Munch Mutation (OP08-019),12,558043
Drum Kingdom (OP08-020),12,558044
Carrot (021) (OP08-021),12,558045
Carrot (021) (Parallel) (OP08-021),34,558046
Inuarashi (OP08-022),12,558047
Carrot (023) (OP08-023),12,558048
Carrot (023) (Parallel) (OP08-023),34,558049
Concelot (OP08-024),12,558050
Shishilian (OP08-025),12,558051
Giovanni (OP08-026),12,558052
Tristan (OP08-027),12,558053
Nekomamushi (OP08-028),12,558054
Pekoms (OP08-029),12,558055
Pedro (OP08-030),12,558056
Pedro (Parallel) (OP08-030),12,558057
Miyagi (OP08-031),12,558058
Milky (OP08-032),12,558059
Roddy (OP08-033),12,558060
Wanda (OP08-034),12,558061
BB (OP08-035),12,558062
Electrical Luna (OP08-036),12,558063
Garchu (OP08-037),12,558064
We Would Never Sell a Comrade to an Enemy!!! (OP08-038),12,558065
Zou (OP08-039),12,558066
Atmos (OP08-040),12,558067
Aphelandra (OP08-041),12,558068
Edward Weevil (OP08-042),12,558069
Edward.Newgate (OP08-043),12,558070
Edward.Newgate (Parallel) (OP08-043),18,558071
Kingdew (OP08-044),12,558072
Thatch (OP08-045),12,558073
Shakuyaku (OP08-046),12,558074
Jozu (OP08-047),12,558075
Sweetpea (OP08-048),12,558076
Speed Jil (OP08-049),12,558077
Namule (OP08-050),12,558078
Buckin (OP08-051),12,558079
Portgas.D.Ace (OP08-052),12,558080
Portgas.D.Ace (Parallel) (OP08-052),13,558081
Thank You...for Loving Me!! (OP08-053),12,558082
You Can't Take Our King This Early in the Game. (OP08-054),12,558083
Phoenix Brand (OP08-055),12,558084
Moby Dick (OP08-056),12,558085
King (057) (OP08-057),12,558086
King (057) (Parallel) (OP08-057),33,558087
Charlotte Pudding (058) (OP08-058),12,558088
Charlotte Pudding (058) (Parallel) (OP08-058),62,558089
Alber (OP08-059),12,558090
King (060) (OP08-060),12,558091
Charlotte Oven (OP08-061),12,558092
Charlotte Katakuri (062) (OP08-062),12,558093
Charlotte Katakuri (063) (OP08-063),12,558094
Charlotte Cracker (OP08-064),12,558095
Charlotte Smoothie (OP08-065),12,558096
Charlotte Brulee (OP08-066),12,558097
Charlotte Pudding (067) (OP08-067),12,558098
Charlotte Pudding (067) (Parallel) (OP08-067),15,558099
Charlotte Perospero (OP08-068),12,558100
Charlotte Linlin (OP08-069),12,558101
Charlotte Linlin (Parallel) (OP08-069),13,558102
Baron Tamago (OP08-070),12,558103
Count Niwatori (OP08-071),12,558104
Biscuit Warrior (OP08-072),12,558105
Viscount Hiyoko (OP08-073),12,558106
Black Maria (OP08-074),12,558107
Black Maria (Parallel) (OP08-074),16,558108
Candy Maiden (OP08-075),12,558109
It's to Die For (OP08-076),12,558110
Conquest of the Sea (OP08-077),12,558111
Ulti (OP08-078),12,558112
Kaido (OP08-079),12,558113
Kaido (Parallel) (OP08-079),12,558114
Queen (OP08-080),12,558115
Queen (Parallel) (OP08-080),12,558116
Guernica (OP08-081),12,558117
Sasaki (OP08-082),12,558118
Sheepshead (OP08-083),12,558119
Jack (OP08-084),12,558120
Jack (Parallel) (OP08-084),12,558121
Jinbe (OP08-085),12,558122
Ginrummy (OP08-086),12,558123
Scratchmen Apoo (OP08-087),12,558124
Duval (OP08-088),12,558125
Basil Hawkins (OP08-089),12,558126
Hamlet (OP08-090),12,558127
Who's.Who (OP08-091),12,558128
Page One (OP08-092),12,558129
X.Drake (OP08-093),12,558130
Imperial Flame (OP08-094),12,558131
Iron Body Fang Flash (OP08-095),12,558132
People's Dreams Don't Ever End!! (OP08-096),12,558133
Heliceratops (OP08-097),12,558134
Kalgara (098) (OP08-098),12,558135
Kalgara (098) (Parallel) (OP08-098),23,558136
Kalgara (099) (OP08-099),12,558137
South Bird (OP08-100),12,558138
Charlotte Angel (OP08-101),12,558139
Charlotte Opera (OP08-102),12,558140
Charlotte Custard (OP08-103),12,558141
Charlotte Poire (OP08-104),12,558142
Jewelry Bonney (OP08-105),12,558143
Jewelry Bonney (Parallel) (OP08-105),36,558144
Nami (OP08-106),14,558145
Nami (Parallel) (OP08-106),74,558146
Nitro (OP08-107),12,558147
Mont Blanc Cricket (OP08-108),12,558148
Mont Blanc Noland (OP08-109),12,558149
Wyper (OP08-110),12,558150
Wyper (Parallel) (OP08-110),12,558151
S-Shark (OP08-111),12,558152
S-Snake (OP08-112),12,558153
S-Snake (Parallel) (OP08-112),28,558154
S-Bear (OP08-113),12,558155
S-Hawk (OP08-114),12,558156
The Earth Will Not Lose! (OP08-115),12,558157
Burn Bazooka (OP08-116),12,558158
Burn Blade (OP08-117),12,558159
Silvers Rayleigh (OP08-118),13,558160
Silvers Rayleigh (Parallel) (OP08-118),39,558161
Silvers Rayleigh (Parallel) (Manga) (OP08-118),903,558162
Kaido & Linlin (OP08-119),12,558163
Kaido & Linlin (Parallel) (OP08-119),18,558164
Jewelry Bonney (SP) (ST02-007),413,558165
Gecko Moria (SP) (ST03-004),119,558166
Queen (SP) (ST04-005),116,558167
Tashigi (SP) (ST06-006),179,558168
Double Pack Set Volume 5,47,561689
Double Pack Set Volume 5 Display,240,561690
Double Pack Set Volume 5 Display Case,,561691
Monkey.D.Luffy (TR) (OP07-109),440,564551
DON!! Card (Shattered) (Double Pack Set Vol. 5),12,576484
DON!! Card (Silhouette) (Double Pack Set Vol. 5),12,576485
DON!! Card (Alternate Art),12,577568
Special DON!! Card Pack DP-05,12,586061
Starter Deck 14: 3D2Y,35,545026
Starter Deck 14: 3D2Y Display,,545028
Starter Deck 14: 3D2Y Display Case,,545030
Monkey.D.Luffy (001) (ST14-001),12,548412
Usopp (ST14-002),12,548413
Sanji (ST14-003),12,548414
Jinbe (ST14-004),12,548415
Tony Tony.Chopper (ST14-005),12,548416
Nami (ST14-006),12,548417
Nico Robin (ST14-007),12,548418
Haredas (ST14-008),12,548419
Franky (ST14-009),12,548420
Brook (ST14-010),12,548421
Heracles (ST14-011),12,548422
Monkey.D.Luffy (012) (ST14-012),12,548423
Roronoa Zoro (ST14-013),12,548424
Gum-Gum Giant Rifle (ST14-014),12,548425
Gum-Gum Diable Three-Swords Style Mouten Jet Six Hundred Pound Phoenix Cannon (ST14-015),12,548426
I Have My Crew!! (ST14-016),12,548427
Thousand Sunny (ST14-017),12,548428
Starter Deck 15: RED Edward.Newgate,59,545033
Starter Deck 15: RED Edward.Newgate Display,,545034
Starter Deck 15: RED Edward.Newgate Display Case,,545035
Edward.Newgate (OP02-001) (OP02-001),12,580976
Jozu (OP02-008),12,580977
Marco (OP02-018),12,580978
Rakuyo (OP02-019),12,580979
Izo (OP03-003),12,580981
Speed Jil (OP03-006),12,580982
Namule (OP03-007),12,580983
Fossa (OP03-010),12,580985
Atmos (ST15-001),12,580986
Edward.Newgate (ST15-002) (ST15-002),12,580987
Kingdew (ST15-003),12,580988
Thatch (ST15-004),12,580989
Portgas.D.Ace (ST15-005),12,580990
Starter Decks 15-20 [Set of 6],428,594381
Starter Deck 16: GREEN Uta,50,545036
Starter Deck 16: GREEN Uta Display,275,545037
Starter Deck 16: GREEN Uta Display Case,,545038
Bartolomeo (P-029),12,580991
Fleeting Lullaby (P-057),12,580992
Where the Wind Blows (P-058),12,580993
The World's Continuation (P-059),12,580994
Tot Musica (P-060),12,580995
Monkey.D.Luffy (P-061) (P-061),12,580996
Uta (ST11-001) (ST11-001),12,580997
Backlight (ST11-003),12,580998
New Genesis (ST11-004),12,580999
I'm invincible (ST11-005),12,581000
Uta (ST16-001) (ST16-001),12,581001
Gordon (ST16-002),12,581002
Charlotte Katakuri (ST16-003),12,581003
Shanks (ST16-004),12,581004
Monkey.D.Luffy (ST16-005) (ST16-005),12,581005
Starter Deck 17: BLUE Donquixote Doflamingo,84,545039
Starter Deck 17: BLUE Donquixote Doflamingo Display,,545040
Starter Deck 17: BLUE Donquixote Doflamingo Display Case,,545041
Donquixote Doflamingo (OP01-060) (OP01-060),12,581006
Donquixote Doflamingo (OP01-073) (OP01-073),12,581007
Gecko Moria (OP02-054) (OP02-054),12,581009
Bartholomew Kuma (OP02-057),12,581010
Jinbe (P-030),12,581011
Crocodile (ST17-001),12,581016
Trafalgar Law (ST17-002) (ST17-002),12,581017
Buggy (ST17-003),12,581018
Boa Hancock (ST17-004),26,581019
Marshall.D.Teach (ST17-005),12,581020
Starter Deck 18: PURPLE Monkey.D.Luffy,118,545042
Starter Deck 18: PURPLE Monkey.D.Luffy Display,539,545043
Starter Deck 18: PURPLE Monkey.D.Luffy Display Case,,545044
Monkey.D.Luffy (OP05-060) (OP05-060),12,581021
Uso-Hachi (OP05-061) (OP05-061),12,581022
O-Robi (OP05-063),12,581023
Jinbe (OP05-066),12,581024
Zoro-Juurou (OP05-067) (OP05-067),12,581025
Chopa-Emon (OP05-068),12,581026
Fra-Nosuke (OP05-070),12,581027
Hone-Kichi (OP05-072),12,581028
When You're at Sea You Fight against Pirates!! (OP05-076),12,581029
Monkey.D.Luffy (P-041) (P-041),12,581030
Uso-Hachi (ST18-001) (ST18-001),12,581031
O-Nami (ST18-002),12,581032
San-Gorou (ST18-003),12,581033
Zoro-Juurou (ST18-004) (ST18-004),12,581034
Luffy-Tarou (ST18-005),12,581035
Starter Deck 19: BLACK Smoker,51,545045
Starter Deck 19: BLACK Smoker Display,311,545046
Starter Deck 19: BLACK Smoker Display Case,,545047
Smoker (OP02-093) (OP02-093),12,581036
Koby (OP02-098),12,581037
Tsuru (OP02-106),12,581038
Donquixote Rosinante (OP02-108),12,581039
Jaguar.D.Saul (OP02-109),12,581040
Helmeppo (OP02-113),12,581041
Yamakaji (OP02-116),12,581042
Vergo (OP03-079),12,581044
Brannew (OP03-089),12,581045
Smoker (ST19-001) (ST19-001),12,581046
Sengoku (ST19-002),12,581047
Tashigi (ST19-003),12,581048
Hina (ST19-004),12,581049
Monkey.D.Garp (ST19-005),12,581050
Starter Deck 20: YELLOW Charlotte Katakuri,50,545048
Starter Deck 20: YELLOW Charlotte Katakuri Display,182,545049
Starter Deck 20: YELLOW Charlotte Katakuri Display Case,,545050
Charlotte Katakuri (OP03-099) (OP03-099),12,581051
Charlotte Opera (OP03-106),12,581052
Charlotte Galette (OP03-107),12,581053
Charlotte Smoothie (OP03-110),12,581054
Charlotte Pudding (OP03-112) (OP03-112),12,581055
Charlotte Daifuku (ST07-005),12,581059
Charlotte Katakuri (ST20-001) (ST20-001),12,581061
Charlotte Cracker (ST20-002),12,581062
Charlotte Brulee (ST20-003),12,581063
Charlotte Pudding (ST20-004) (ST20-004),12,581064
Charlotte Linlin (ST20-005),12,581065
Premium Booster - Booster Pack,34,545398
Premium Booster - Booster Box,1461,545399
Premium Booster - Booster Box Case,9281,545400
Monkey.D.Luffy (OP01-024) (Alternate Art) (OP01-024),72,586178
Tony Tony.Chopper (ST01-006) (Jolly Roger Foil) (ST01-006),12,586180
DON!! Card (Uta) (Gold),293,586181
Edward.Newgate (OP02-004) (Alternate Art) (OP02-004),59,586182
Marco (Jolly Roger Foil) (OP02-018),12,586183
Marco (Alternate Art) (OP02-018),12,586184
Izo (OP03-003) (Jolly Roger Foil) (OP03-003),12,586185
Izo (OP03-003) (Alternate Art) (OP03-003),13,586186
Otama (Alternate Art) (OP01-006),29,586187
DON!! Card (Sakazuki) (Gold),120,586188
Koala (Alternate Art) (OP05-006),38,586189
Sabo (OP05-007) (Alternate Art) (OP05-007),22,586190
DON!! Card (Ivankov) (Gold),83,586191
Belo Betty (Jolly Roger Foil) (OP05-015),12,586192
Belo Betty (Alternate Art) (OP05-015),52,586193
Shanks (OP01-120) (Alternate Art) (OP01-120),40,586194
Koby (Jolly Roger Foil) (P-014),12,586195
Gum-Gum Red Roc (Alternate Art) (OP04-056),193,586197
Gum-Gum Red Roc (Jolly Roger Foil) (OP04-056),12,586198
Sanji's Pilaf (Jolly Roger Foil) (OP03-056),12,586201
DON!! Card (Oden) (Gold),83,586202
Nami (P-053) (Jolly Roger Foil) (P-053),12,586408
Monkey.D.Luffy (P-055) (Jolly Roger Foil) (P-055),12,586480
DON!! Card (Katakuri) (Gold),228,586481
DON!! Card (Magellan) (Gold),95,586482
"Capone""Gang""Bege (OP04-100) (Jolly Roger Foil) (OP04-100)",12,586483
"Capone""Gang""Bege (OP04-100) (Alternate Art) (OP04-100)",20,586484
Kaido (OP04-044) (Reprint) (OP04-044),12,586543
Kaido (OP04-044) (Alternate Art) (OP04-044),18,586544
Ulti (Alternate Art) (OP05-043),18,586545
Kouzuki Hiyori (Alternate Art) (OP06-106),216,586547
Boa Hancock (OP01-078) (Alternate Art) (OP01-078),65,586548
Dracule Mihawk (OP01-070) (Alternate Art) (OP01-070),32,586549
DON!! Card (Rebecca) (Gold),235,586550
Sanji (OP04-104) (Alternate Art) (OP04-104),17,586551
DON!! Card (Kaido) (Gold),116,586552
DON!! Card (Crocodile) (Gold),116,586553
DON!! Card (Vivi) (Gold),236,586554
DON!! Card (King) (Gold),79,586556
"DON!! Card (Eustass ""Captain"" Kid) (Gold)",91,586557
DON!! Card (Rob Lucci) (Gold),134,586558
Ryuma (Jolly Roger Foil) (OP06-036),12,586559
Bartolomeo (P-029) (Jolly Roger Foil) (P-029),12,586560
Izo (OP01-033) (Jolly Roger Foil) (OP01-033),12,586589
Kouzuki Momonosuke (Jolly Roger Foil) (OP01-041),12,586590
Kouzuki Momonosuke (Alternate Art) (OP01-041),12,586591
One-Legged Toy Soldier (Jolly Roger Foil) (OP05-081),12,586592
Gecko Moria (Alternate Art) (OP06-086),25,586593
Charlotte Cracker (Alternate Art) (OP03-108),12,586594
Charlotte Smoothie (Jolly Roger Foil) (OP03-110),12,586595
Charlotte Smoothie (Alternate Art) (OP03-110),12,586596
Charlotte Perospero (Alternate Art) (OP03-113),12,586597
Three Thousand Worlds (Alternate Art) (OP03-057),32,586598
Three Thousand Worlds (Jolly Roger Foil) (OP03-057),12,586599
Hound Blaze (Alternate Art) (OP05-057),39,586600
